No. Of Ads,Ranking,Keywords,Header,Text,URL,Location,Timestamp
4,2,philadelphia restaurant reviews,Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270492560
4,3,philadelphia restaurant reviews,Dining out in Philly?,Find menus + photos of local Philly restaurants. Skip the chains! ,www.dineindie.com,,1270492560
4,4,philadelphia restaurant reviews,Restaurant Reviews,Why Eat at Places that Suck Get Thrillist Free Daily Emails ,Thrillist.com,"Philadelphia, PA",1270492560
4,1,"restaurants philly""""",Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270492571
4,2,"restaurants philly""""",Thinking of Dining Out?,Discover New Local Restaurants and Save Big Money with Restaurant.com. ,www.Restaurant.com,,1270492571
4,3,"restaurants philly""""",Dining out in Philly?,Find menus + photos of local Philly restaurants. Skip the chains! ,www.dineindie.com,,1270492571
4,4,"restaurants philly""""",Cheeseburger in Paradise,Check Out What&#39;s New- Same Great Food &amp; Drinks w/ A Sports Updgrade! ,CheeseburgerInParadise.com/PA,,1270492571
1,1,"healthy restaurant""""",Health Food Restaurants,"Search Our Restaurants Listings For Healthy Diners, Delivery &amp; Take-Out ",yellowpages.com,"Philadelphia, PA",1270492578
4,1,"restaurants philadelphia""""",Philly&#39;s Best at 50%+ Off,Exclusive Deals at Top Restaurants In Philadelphia-Join Today For Free ,BuyWithMe.com/Philadelphia,"Philadelphia, PA",1270492592
4,2,"restaurants philadelphia""""",DealOn.com,"Save over 70% on Phillly Restaurant Spas, Events &amp; More. Sign up now! ",www.DealOn.com,"Philadelphia, PA",1270492592
4,3,"restaurants philadelphia""""",Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270492592
4,4,"restaurants philadelphia""""",Philly Restaurant Guide,"Sign Up For Thrillist&#39;s Free, Daily Email Updates to Know The Latest ",Thrillist.com,"Philadelphia, PA",1270492592
3,1,"healthy restaurants""""",Healthy Eating,Learn about healthy eating tips that will make you more fit! ,www.dosomething.org,,1270492603
3,2,"healthy restaurants""""",Cheeseburger in Paradise,Check Out What&#39;s New- Same Great Food &amp; Drinks w/ A Sports Updgrade! ,CheeseburgerInParadise.com/PA,,1270492603
3,3,"healthy restaurants""""",Healthy Restaurants,Menu Labeling Leads to Calorie Cutting. Read More at That&#39;sFit. ,ThatsFit.com,,1270492603
3,1,"top philadelphia restaurants""""",Del Frisco&#39;s Philadelphia,"Award Winning Steak, Seafood And Wine List. Call For Reservations. ",www.DelFriscos.com,,1270492613
3,2,"top philadelphia restaurants""""",Philadelphia Restaurants,"Find the Perfect Restaurant! Browse by Cuisine, Location &amp; Features. ",www.zagat.com,"Philadelphia, PA",1270492613
3,3,"top philadelphia restaurants""""",Philly Restaurant Guide,"Sign Up For Thrillist&#39;s Free, Daily Email Updates to Know The Latest ",Thrillist.com,"Philadelphia, PA",1270492613
4,1,healthy restaurant menus,Healthy Food Recipes,Wholesome Meals for School Children Donate and Help Promote Education. ,www.AkshayaPatra.org,,1270492621
4,2,healthy restaurant menus,Healthy Restaurants,Menu Labeling Leads to Calorie Cutting. Read More at That&#39;sFit. ,ThatsFit.com,,1270492621
4,3,healthy restaurant menus,Restaurant Menus,Search for Restaurant Menus Find Restaurant Menus ,www.Ask.com,,1270492621
4,4,healthy restaurant menus,Healthy food menu,Get the Answers You&#39;re Looking For. Healthy food menu ,www.RightHealth.com/Nutrition,,1270492621
4,1,fun restaurants philadelphia,10 Arts Bistro &amp; Lounge,"Try a Philly favorite - Philly Pretzel Bites, TastyKake Ice Cream ",10arts.com,"Philadelphia, PA",1270492632
4,2,fun restaurants philadelphia,Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270492632
4,3,fun restaurants philadelphia,Cheeseburger in Paradise,Check Out What&#39;s New- Same Great Food &amp; Drinks w/ A Sports Updgrade! ,CheeseburgerInParadise.com/PA,,1270492632
4,4,fun restaurants philadelphia,Fun Restaurants,Search for Fun Restaurants Find Fun restaurants ,Ask.com,,1270492632
4,1,healthy restaurant menu,Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270492641
4,2,healthy restaurant menu,Healthy Eating,Learn about healthy eating tips that will make you more fit! ,www.dosomething.org,,1270492641
4,3,healthy restaurant menu,Restaurant Menus,Get Restaurant Menus Search for Restaurant Menus ,www.Ask.com,,1270492641
4,4,healthy restaurant menu,Health Food Restaurant,"Health Food Restaurant Get Phone, Address, Directions, Web ",addresses.com,"Philadelphia, PA",1270492641
1,1,healthy restaurant guide,Restaurant Reviews,"Find the Perfect Restaurant! Browse by Cuisine, Location &amp; Features. ",www.zagat.com,,1270492654
4,1,"restaurant philly""""",Cheeseburger in Paradise,Check Out What&#39;s New- Same Great Food &amp; Drinks w/ A Sports Updgrade! ,CheeseburgerInParadise.com/PA,,1270492668
4,2,"restaurant philly""""",Philadelphia Dining Guide,"Reviews, Photos, Menus, Coupons Chef Profiles, Recipes, Events ",PhiladelphiaRestaurants.com,,1270492668
4,3,"restaurant philly""""",Top Restaurant in Philly,"Enjoy Breakfast, Lunch Or Dinner At The Top-Rated Fountain Restaurant. ",FourSeasons.com/Philadelphia,,1270492668
4,4,"restaurant philly""""",Where To Eat in Philly,Find top-rated restaurants And the hidden gems too. ,www.NileGuide.com/Philadelphia,,1270492668
4,1,"philadelphia romantic restaurants""""",Top Romantic Restaurant,Reserve Your Table At The Top-Rated Four Seasons Fountain Restaurant. ,FourSeasons.com/Philadelphia,,1270492677
4,2,"philadelphia romantic restaurants""""",Dining out in Philly?,Find menus + photos of local Philly restaurants. Skip the chains! ,www.dineindie.com,,1270492677
4,3,"philadelphia romantic restaurants""""",Philadelphia Romantic,Sort Local Romantic Dining by Rating or Distance in your city! ,philadelphia.Citysearch.com,"Philadelphia, PA",1270492677
4,4,"philadelphia romantic restaurants""""",Romantic Restaurants,Unique Dining at Penn&#39;s Landing. Waterfront &amp; City Views. Call Now. ,www.Moshulu.com,"Philadelphia, PA",1270492677
4,1,"romantic restaurants in philadelphia""""",Romantic Boutique Hotel,World&#39;s Largest Wine Bar Old City Philadelphia ,www.pennsviewhotel.com,"Philadelphia, PA",1270492688
4,2,"romantic restaurants in philadelphia""""",Dante &amp;Luigi&#39;s Restaurant,"Italian Cuisine, Romantic &amp; Elegant atmosphere for special occasions ",www.danteandluigis.com,"Philadelphia, PA",1270492688
4,3,"romantic restaurants in philadelphia""""",Casual Romantic Dining,"Relaxed &amp; Friendly Near Rittenhouse 261 S. 21st St. Philadelphia, PA. ",www.fridaysaturdaysunday.com,,1270492688
4,4,"romantic restaurants in philadelphia""""",Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270492688
4,1,good restaurants in philadelphia,Portofino Restaurant,Italian Restaurant in Philadelphia For Over 35 Years. 215-923-2808 ,www.Portofino1227Walnut.com,,1270492694
4,2,good restaurants in philadelphia,DealOn.com,"Save over 70% on Phillly Restaurant Spas, Events &amp; More. Sign up now! ",www.DealOn.com,"Philadelphia, PA",1270492694
4,3,good restaurants in philadelphia,Restaurants In Philadelphia,Find Local Restaurant Listings Right in the Search Results on Bing ,www.bing.com/Local,,1270492694
4,4,good restaurants in philadelphia,Philadelphia Restaurants,Philadelphia Area Dining Guide. Complete Local Restaurant Listings. ,HelloPhiladelphia.com,,1270492694
4,1,top restaurants in philadelphia,Philadelphia Restaurants,"Find the Perfect Restaurant! Browse by Cuisine, Location &amp; Features. ",www.zagat.com,"Philadelphia, PA",1270492702
4,2,top restaurants in philadelphia,Top Restaurant in Philly,Taste the Luxury Of Fine Dining At Four Seasons Fountain Restaurant! ,FourSeasons.com/Philadelphia,,1270492702
4,3,top restaurants in philadelphia,Dining out in Philly?,Find menus + photos of local Philly restaurants. Skip the chains! ,www.dineindie.com,,1270492702
4,4,top restaurants in philadelphia,Philadelphia Dining Guide,"Reviews, Photos, Menus, Coupons Chef Profiles, Recipes, Events ",PhiladelphiaRestaurants.com,,1270492702
3,1,romantic restaurant in philadelphia,Romantic Boutique Hotel,World&#39;s Largest Wine Bar Old City Philadelphia ,www.pennsviewhotel.com,"Philadelphia, PA",1270492714
3,2,romantic restaurant in philadelphia,Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270492714
3,3,romantic restaurant in philadelphia,Restaurant Mazzi,Best Romantic Italian Restaurant voted #1 by OpenTable ,www.restaurantmazzi.com,Pennsylvania,1270492714
4,1,best restaurant in philly,Restaurant Reviews,"Find the Perfect Restaurant! Browse by Cuisine, Location &amp; Features. ",www.zagat.com,,1270492727
4,2,best restaurant in philly,Restaurant,$25 Gift Certificates for Only $2. Buy Now - Eat and Drink for Less. ,www.Restaurant.com,,1270492727
4,3,best restaurant in philly,Ruth&#39;s Chris Steak House,Enjoy a complete three-course meal for only $39.95! Reserve today. ,www.ruthschris.com,,1270492727
4,4,best restaurant in philly,Dining in Philadelphia,Find Out About New Restaurants - But Only The Good Ones ,Thrillist.com,"Philadelphia, PA",1270492727
3,1,good restaurants philadelphia,Top Restaurant in Philly,Taste the Luxury Of Fine Dining At Four Seasons Fountain Restaurant! ,FourSeasons.com/Philadelphia,,1270492742
3,2,good restaurants philadelphia,Philly&#39;s Best Restaurants,Unbiased reviews Free concierge/Party Planning ,www.Thebestoffood.com,,1270492742
3,3,good restaurants philadelphia,Philadelphia Restaurants,Guide to Philadelphia Restaurants Browse by Cuisine or Location ,www.WhereTraveler.com/Philadelphia,,1270492742
4,1,"best restaurant philadelphia""""",Philly&#39;s Best Restaurants,Unbiased reviews Free concierge/Party Planning ,www.Thebestoffood.com,,1270492747
4,2,"best restaurant philadelphia""""",Top Restaurant in Philly,Taste the Luxury Of Fine Dining At Four Seasons Fountain Restaurant! ,FourSeasons.com/Philadelphia,,1270492747
4,3,"best restaurant philadelphia""""",Del Frisco&#39;s Las Vegas,"Award Winning Steak, Seafood And Wine List. Call For Reservations. ",www.DelFriscos.com,"1426 Chestnut Street, Philadelphia, PA",1270492747
4,4,"best restaurant philadelphia""""",Philly Restaurant Guide,"Sign Up For Thrillist&#39;s Free, Daily Email Updates to Know The Latest ",Thrillist.com,"Philadelphia, PA",1270492747
2,1,healthy dining restaurants,Panorama Ristorante,Italian Cuisine. World&#39;s Largest Wine Bar 120 Wines By Glass Phila. ,www.panoramaristorante.com,"14 N Front Street, Philadelphia, PA 19106",1270492758
2,2,healthy dining restaurants,Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270492758
3,1,"best restaurants philly""""",Restaurant Reviews,"Find the Perfect Restaurant! Browse by Cuisine, Location &amp; Features. ",www.zagat.com,,1270492767
3,2,"best restaurants philly""""",Free Food up to $10,Houlihan’s new small plates menu. Try a menu item for free. ,www.Houlihans.com/CityLine,"555 E City Ave, Belmont Hills, PA 19004",1270492767
3,3,"best restaurants philly""""",Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270492767
1,1,south philly restaurant,Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270492780
2,1,top 10 restaurants in philadelphia,Top Restaurant in Philly,Taste the Luxury Of Fine Dining At Four Seasons Fountain Restaurant! ,FourSeasons.com/Philadelphia,,1270492795
2,2,top 10 restaurants in philadelphia,Philadelphia Restaurants,"Find the Perfect Restaurant! Browse by Cuisine, Location &amp; Features. ",www.zagat.com,"Philadelphia, PA",1270492795
4,1,fun restaurants in philadelphia,Panorama Ristorante,Italian Cuisine. World&#39;s Largest Wine Bar 120 Wines By Glass Phila. ,www.panoramaristorante.com,"14 N Front Street, Philadelphia, PA 19106",1270492803
4,2,fun restaurants in philadelphia,Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270492803
4,3,fun restaurants in philadelphia,Unique Restaurants,"Waterfront Dining, Unique Tall Ship with Inspired Seafood &amp; Steak. ",www.Moshulu.com,"Philadelphia, PA",1270492803
4,4,fun restaurants in philadelphia,Fun Restaurants,Search for Fun Restaurants Find Fun restaurants ,Ask.com,,1270492803
4,1,"restaurants in philly""""",Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270492808
4,2,"restaurants in philly""""",Dining out in Philly?,Find menus + photos of local Philly restaurants. Skip the chains! ,www.dineindie.com,,1270492808
4,3,"restaurants in philly""""",Considering Dining Out?,Browse 1000s of Restaurants In Your Area by Cuisine or Location Today. ,www.Restaurant.com,,1270492808
4,4,"restaurants in philly""""",Dining in Philadelphia,Find Out About New Restaurants - But Only The Good Ones ,Thrillist.com,"Philadelphia, PA",1270492808
3,1,"best restaurants in philadelphia""""",Phillyfunguide,Find your fun in Philadelphia! ,www.Phillyfunguide.com,,1270492815
3,2,"best restaurants in philadelphia""""",Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270492815
3,3,"best restaurants in philadelphia""""",Where To Eat in Philly,Find top-rated restaurants And the hidden gems too. ,www.NileGuide.com/Philadelphia,,1270492815
4,1,upscale restaurants in philadelphia,Fine Dining Philadelphia,Philadelphia Fine Dining &amp; Events. Make Your Reservation Online Today. ,BistroStTropez.com,,1270492820
4,2,upscale restaurants in philadelphia,Philadelphia Restaurants,"Find the Perfect Restaurant! Browse by Cuisine, Location &amp; Features. ",www.zagat.com,"Philadelphia, PA",1270492820
4,3,upscale restaurants in philadelphia,Phillyfunguide,Find your fun in Philadelphia! ,www.Phillyfunguide.com,,1270492820
4,4,upscale restaurants in philadelphia,Luxury Philly Restaurant,Upscale dining at the Lacroix Restaurant in Philadelphia. ,LacroixRestaurant.com/Philadelphia,,1270492820
3,1,gluten free restaurants in philadelphia,Enjoy Gluten Free Pizza,Delicious Authentic Tasting Eat at your local pizzeria ,www.stillridingpizza.com,,1270492830
3,2,gluten free restaurants in philadelphia,Philly: Free Things to Do,Feeling the pinch? Check out free events on ,www.Phillyfunguide.com,,1270492830
3,3,gluten free restaurants in philadelphia,GF Restaurant Menus,View Gluten Free Menus of National and Regional Restaurant Chains ,GlutenFreeTravelSite.com,,1270492830
4,1,nice restaurants in philadelphia,Top Expensive Restaurant,Reserve Your Table At The Top-Rated Four Seasons Fountain Restaurant. ,FourSeasons.com/Philadelphia,,1270492841
4,2,nice restaurants in philadelphia,Philly&#39;s Best Restaurants,Unbiased reviews Free concierge/Party Planning ,www.Thebestoffood.com,,1270492841
4,3,nice restaurants in philadelphia,Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270492841
4,4,nice restaurants in philadelphia,Phillyfunguide,Find your fun in Philadelphia! ,www.Phillyfunguide.com,,1270492841
4,1,great restaurants in philadelphia,Top Romantic Restaurant,Reserve Your Table At The Top-Rated Four Seasons Fountain Restaurant. ,FourSeasons.com/Philadelphia,,1270492850
4,2,great restaurants in philadelphia,Phillyfunguide,Find your fun in Philadelphia! ,www.Phillyfunguide.com,,1270492850
4,3,great restaurants in philadelphia,Philadelphia Restaurants,"Find the Perfect Restaurant! Browse by Cuisine, Location &amp; Features. ",www.zagat.com,"Philadelphia, PA",1270492850
4,4,great restaurants in philadelphia,Casual Romantic Dining,"Relaxed &amp; Friendly Near Rittenhouse 261 S. 21st St. Philadelphia, PA. ",www.fridaysaturdaysunday.com,,1270492850
4,1,unique restaurants in philadelphia,Jen Carroll of Top Chef,"10 Arts own chef, Jen C. competed on Bravo. Come dine on her cuisine! ",10arts.com,"Philadelphia, PA",1270492856
4,2,unique restaurants in philadelphia,Phillyfunguide,Find your fun in Philadelphia! ,www.Phillyfunguide.com,,1270492856
4,3,unique restaurants in philadelphia,Philadelphia Restaurants,"Find the Perfect Restaurant! Browse by Cuisine, Location &amp; Features. ",www.zagat.com,"Philadelphia, PA",1270492856
4,4,unique restaurants in philadelphia,Restaurant Guide,Unbiased reviews Philadelphia&#39;s Best Restaurants ,www.Thebestoffood.com,,1270492856
4,1,best romantic restaurants in philadelphia,Romantic Boutique Hotel,World&#39;s Largest Wine Bar Old City Philadelphia ,www.pennsviewhotel.com,"Philadelphia, PA",1270492866
4,2,best romantic restaurants in philadelphia,Restaurant Mazzi,Best Romantic Italian Restaurant voted #1 by OpenTable ,www.restaurantmazzi.com,Pennsylvania,1270492866
4,3,best romantic restaurants in philadelphia,Philly&#39;s Best Restaurants,Unbiased reviews Free concierge/Party Planning ,www.Thebestoffood.com,,1270492866
4,4,best romantic restaurants in philadelphia,Philadelphia Romantic,Look for Top-rated Romantic Dining near you with our Ratings! ,philadelphia.Citysearch.com,"Philadelphia, PA",1270492866
2,1,best new restaurants philadelphia,Philly&#39;s Best Restaurants,Unbiased reviews Free concierge/Party Planning ,www.Thebestoffood.com,,1270492876
2,2,best new restaurants philadelphia,Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270492876
1,1,"south philly restaurants""""",Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270492885
2,1,"South st restaurants philly""""",Restaurant.com®,Find Local Restaurants in Your Area Browse 1000s of Restaurants &amp; Save! ,www.Restaurant.com,,1270492899
2,2,"South st restaurants philly""""",Where To Eat in Philly,Find top-rated restaurants And the hidden gems too. ,www.NileGuide.com/Philadelphia,,1270492899
2,1,"south street restaurants philadelphia""""",Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270492911
2,2,"south street restaurants philadelphia""""",Philadelphia Restaurants,Philadelphia Area Dining Guide. Complete Local Restaurant Listings. ,HelloPhiladelphia.com,,1270492911
3,1,"healthy restaurants in philly""""",Award-Winning Restaurant,Italian Cuisine. World&#39;s Largest Wine Bar 120 Wines By Glass Phila. ,www.panoramaristorante.com,,1270492938
3,2,"healthy restaurants in philly""""",Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270492938
3,3,"healthy restaurants in philly""""",Where To Eat in Philly,Find top-rated restaurants And the hidden gems too. ,www.NileGuide.com/Philadelphia,,1270492938
3,1,"healthy restaurants philly""""",Award-Winning Restaurant,Italian Cuisine. World&#39;s Largest Wine Bar 120 Wines By Glass Phila. ,www.panoramaristorante.com,,1270492948
3,2,"healthy restaurants philly""""",Cheeseburger in Paradise,Check Out What&#39;s New- Same Great Food &amp; Drinks w/ A Sports Updgrade! ,CheeseburgerInParadise.com/PA,,1270492948
3,3,"healthy restaurants philly""""",Where To Eat in Philly,Find top-rated restaurants And the hidden gems too. ,www.NileGuide.com/Philadelphia,,1270492948
3,1,"healthy restaurants in philadelphia""""",Panorama Ristorante,Italian Cuisine. World&#39;s Largest Wine Bar 120 Wines By Glass Phila. ,www.panoramaristorante.com,"14 N Front Street, Philadelphia, PA 19106",1270492956
3,2,"healthy restaurants in philadelphia""""",Philadelphia Restaurants,"Find the Perfect Restaurant! Browse by Cuisine, Location &amp; Features. ",www.zagat.com,"Philadelphia, PA",1270492956
3,3,"healthy restaurants in philadelphia""""",Philly&#39;s Best Restaurants,Unbiased reviews Free concierge/Party Planning ,www.Thebestoffood.com,,1270492956
2,1,"healthy restaurants philadelphia""""",Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270492968
2,2,"healthy restaurants philadelphia""""",Philly&#39;s Best Restaurants,Unbiased reviews Free concierge/Party Planning ,www.Thebestoffood.com,,1270492968
1,1,"restaurants on south street""""",Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270492977
3,1,5 star restaurants philadelphia,Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270492991
3,2,5 star restaurants philadelphia,Where To Eat in Philly,Find top-rated restaurants And the hidden gems too. ,www.NileGuide.com/Philadelphia,,1270492991
3,3,5 star restaurants philadelphia,5 Star Restaurants,Search for 5 Star Restaurants Find 5 Star Restaurants ,Ask.com,,1270492991
1,1,restaurants near south street philadelphia,Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270493006
1,1,top 10 restaurants philadelphia,Top Restaurant in Philly,"Enjoy Breakfast, Lunch Or Dinner At The Top-Rated Fountain Restaurant. ",FourSeasons.com/Philadelphia,"Philadelphia, PA",1270493019
3,1,"best restaurants in philly""""",Restaurant Reviews,"Find the Perfect Restaurant! Browse by Cuisine, Location &amp; Features. ",www.zagat.com,,1270493029
3,2,"best restaurants in philly""""",Philly&#39;s Best Restaurants,Unbiased reviews Free concierge/Party Planning ,www.Thebestoffood.com,,1270493029
3,3,"best restaurants in philly""""",Where To Eat in Philly,Find top-rated restaurants And the hidden gems too. ,www.NileGuide.com/Philadelphia,,1270493029
4,1,"top philly restaurants""""",Free Food up to $10,Houlihan’s new small plates menu. Try a menu item for free. ,www.Houlihans.com/CityLine,"555 E City Ave, Belmont Hills, PA 19004",1270493035
4,2,"top philly restaurants""""",Del Frisco&#39;s Philadelphia,"Award Winning Steak, Seafood And Wine List. Call For Reservations. ",www.DelFriscos.com,,1270493035
4,3,"top philly restaurants""""",Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270493035
4,4,"top philly restaurants""""",Where To Eat in Philly,Find top-rated restaurants And the hidden gems too. ,www.NileGuide.com/Philadelphia,,1270493035
1,1,"organic restaurants in philadelphia""""",Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270493048
1,1,"organic restaurants philadelphia""""",Horizons Restaurant,Healthy Fine-Dining on South Street Modern Cuisine and Warm Atmosphere ,www.horizonsphiladelphia.com,"611 S 7th St, Philadelphia, PA",1270493057
2,1,"gluten free restaurants philadelphia""""",Sweet Freedom Bakery,"Allergen-Free Bakery-215.545.1899 1424 South St Philadelphia, PA ",www.sweetfreedombakery.com,"1424 South Street, Philadelphia, PA",1270493071
2,2,"gluten free restaurants philadelphia""""",GF Restaurant Menus,View Gluten Free Menus of National and Regional Restaurant Chains ,GlutenFreeTravelSite.com,,1270493071
4,1,"romantic restaurants in philly""""",Award-Winning Restaurant,Italian Cuisine. World&#39;s Largest Wine Bar 120 Wines By Glass Phila. ,www.panoramaristorante.com,,1270493079
